round,p1_gold_this,p2_gold_this,p1_cum,p2_cum,total_cum,p1_pos_r,p1_pos_c,p2_pos_r,p2_pos_c,p1_bombs,p2_bombs,enemy_cum,gold_on_map,k,order,vp,p1_steps,p2_steps,p1_collisions,p2_collisions,vision_cost,cum_vision_cost,snap_valid,snap_win_begin,snap_win_end,snap_r1_gold,snap_r1_occ,snap_r2_gold,snap_r2_occ,snap_r3_gold,snap_r3_occ,snap_r4_gold,snap_r4_occ,snap_r5_gold,snap_r5_occ
187,6,7,370,293,663,9,7,11,4,0,0,826,442,4,0,0,4,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
188,15,1,385,294,679,9,5,12,4,0,0,836,429,4,0,0,4,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,3,385,297,682,9,5,12,5,0,0,838,453,4,0,0,4,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
190,4,3,388,300,688,8,6,12,4,0,0,847,446,4,0,1,4,2,0,0,1,38,1,180,190,109,0,69,0,53,0,89,0,126,0
191,8,1,396,301,697,9,7,12,3,0,0,849,443,4,0,0,4,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2,0,398,301,699,8,7,11,3,0,0,858,460,4,0,0,4,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
193,8,5,406,306,712,7,6,11,3,0,0,860,464,4,0,0,4,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
194,9,0,415,306,721,8,4,11,3,0,0,860,466,4,0,0,4,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
195,9,3,423,309,732,7,4,12,2,0,0,864,474,4,0,1,4,2,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0
196,5,0,428,309,737,6,3,13,2,0,0,864,485,4,0,0,4,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2,1,430,310,740,7,2,13,0,0,0,868,480,4,0,0,4,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
198,3,1,433,311,744,8,1,14,1,0,0,868,481,4,0,0,4,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
199,3,0,436,311,747,7,2,14,0,0,0,871,475,4,0,0,4,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,435,311,746,7,2,14,0,0,0,871,475,4,0,1,4,2,0,0,1,40,1,190,200,107,0,72,0,68,0,97,0,131,0
201,0,0,435,311,746,6,1,13,1,0,0,871,484,4,0,0,4,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,435,311,746,6,3,14,1,0,0,873,482,4,0,0,4,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,0,436,311,747,6,2,13,1,0,0,873,481,4,0,0,4,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,436,311,747,6,2,13,1,0,0,876,491,4,0,0,4,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
205,3,0,438,311,749,6,0,13,0,0,0,876,488,4,0,1,4,2,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,438,311,749,6,0,12,1,0,0,876,488,4,0,0,4,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
207,5,0,443,311,754,7,2,12,2,0,0,876,489,4,0,0,4,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,443,311,754,8,1,12,2,0,0,881,484,4,0,0,4,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,443,311,754,8,2,11,2,0,0,881,484,4,0,0,4,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,2,442,313,755,6,1,10,3,0,0,887,482,4,0,1,4,2,0,0,1,42,1,200,210,113,0,71,0,68,0,96,0,134,0
211,5,1,447,314,761,5,2,11,4,0,0,891,472,4,0,0,4,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2,5,449,319,768,5,0,11,4,0,0,898,463,4,0,0,4,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
213,12,6,461,325,786,2,1,10,5,0,0,903,451,4,0,0,4,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2,3,463,328,791,3,1,11,5,0,0,906,451,4,0,0,4,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
215,5,1,467,329,796,4,3,11,5,0,0,906,446,4,0,1,4,2,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,8,467,337,804,4,1,12,4,0,0,906,445,4,0,0,4,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,3,467,340,807,3,0,12,4,0,0,906,448,4,0,0,4,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
218,6,3,473,343,816,0,1,11,5,0,0,906,441,4,0,0,4,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
219,6,5,479,348,827,0,2,12,4,0,0,911,442,4,0,0,4,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,3,478,351,829,0,1,12,4,0,0,912,446,4,0,1,4,2,0,0,1,44,1,210,220,83,0,74,0,68,0,101,0,120,0
221,5,0,483,351,834,0,2,13,5,0,0,916,439,4,0,0,4,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
222,10,0,493,351,844,0,5,13,4,0,0,920,430,4,0,0,4,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
223,4,0,497,351,848,0,4,13,5,0,0,924,422,4,0,0,4,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
224,6,0,503,351,854,3,4,13,5,0,0,929,411,4,0,0,4,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
225,5,0,507,351,858,3,3,14,6,0,0,930,417,4,0,1,4,2,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,2,507,353,860,4,3,15,6,0,0,938,407,4,0,0,4,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
227,3,0,510,353,863,5,4,14,7,0,0,938,404,4,0,0,4,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
228,3,5,513,358,871,6,4,13,8,0,0,938,410,4,0,0,4,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,513,358,871,6,4,14,7,0,0,943,409,4,0,0,4,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1,0,513,358,871,6,4,13,7,0,0,949,403,4,0,1,4,2,0,0,1,46,1,220,230,53,0,64,0,68,0,104,0,114,0
231,9,0,522,358,880,5,4,14,7,0,0,952,397,4,0,0,4,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
232,4,7,526,365,891,5,4,15,8,0,0,960,385,4,0,0,4,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
233,3,5,529,370,899,3,4,16,7,0,0,971,379,4,0,0,4,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,529,370,899,3,3,16,7,0,0,972,397,4,0,0,4,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
235,5,6,533,376,909,5,4,16,5,0,0,974,384,4,0,1,4,2,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0,3,533,379,912,5,1,15,4,0,0,977,385,4,0,0,4,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2,0,535,379,914,2,2,14,4,0,0,983,389,4,0,0,4,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,535,379,914,0,1,15,5,0,0,983,394,4,0,0,4,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
239,3,0,538,379,917,0,1,15,7,0,0,983,391,4,0,0,4,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,537,379,916,0,0,14,8,0,0,983,400,4,0,1,4,2,0,0,1,48,1,230,240,47,0,72,0,68,0,97,0,116,0
241,3,0,540,379,919,1,0,14,7,0,0,988,392,4,0,0,4,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,540,379,919,1,1,13,8,0,0,988,394,4,0,0,4,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
243,5,7,545,386,931,1,2,12,9,0,0,988,396,4,0,0,4,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,7,545,393,938,1,1,12,10,0,0,992,391,4,0,0,4,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,9,544,402,946,0,3,12,12,0,0,996,382,4,0,1,4,2,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,2,544,404,948,2,2,11,11,0,0,1001,387,4,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,4,544,408,952,0,3,11,12,0,0,1001,390,4,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,6,544,414,958,1,4,11,11,0,0,1001,390,4,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
249,5,4,549,418,967,1,5,11,11,0,0,1001,394,4,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,5,548,423,971,0,4,11,12,0,0,1001,397,4,0,1,4,2,0,0,1,50,1,240,250,39,0,80,0,68,0,100,0,110,0
251,0,3,548,426,974,0,5,11,11,0,0,1006,393,4,0,0,4,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,2,548,428,976,2,4,11,11,0,0,1006,405,4,0,0,4,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2,3,550,431,981,3,3,13,11,0,0,1006,402,4,0,0,4,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,550,431,981,3,3,13,13,0,0,1007,404,4,0,0,4,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
255,5,0,554,431,985,4,4,13,13,0,0,1009,409,4,0,1,4,2,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0
256,5,0,559,431,990,4,5,13,12,0,0,1009,406,4,0,0,4,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
257,2,0,561,431,992,4,4,13,12,0,0,1013,403,4,0,0,4,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,6,564,437,1001,4,4,11,12,0,0,1016,402,4,0,0,4,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
259,2,0,566,437,1003,3,3,11,14,0,0,1021,414,4,0,0,4,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,2,565,439,1004,5,3,11,14,0,0,1029,406,4,0,1,4,2,0,0,1,52,1,250,260,40,0,79,0,68,0,105,0,114,0
261,0,6,565,445,1010,3,3,12,15,0,0,1035,410,4,0,0,4,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0,1,565,446,1011,3,3,13,16,0,0,1038,410,4,0,0,4,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,565,446,1011,4,3,13,16,0,0,1043,410,4,0,0,4,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,4,565,450,1015,6,3,14,15,0,0,1048,419,4,0,0,4,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,1,564,451,1015,5,3,15,15,0,0,1053,423,4,0,1,4,2,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0
266,5,3,569,454,1023,6,4,14,14,0,0,1062,412,4,0,0,4,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
267,3,0,572,454,1026,7,5,15,14,0,0,1067,418,4,0,0,4,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
268,9,0,581,454,1035,8,6,16,13,0,0,1072,412,4,0,0,4,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
269,10,2,591,456,1047,10,6,16,12,0,0,1078,412,4,0,0,4,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
270,11,0,601,456,1057,10,4,16,12,0,0,1088,420,4,0,1,4,2,0,0,1,54,1,260,270,63,0,93,0,67,0,107,0,90,0
271,13,0,614,456,1070,12,4,16,13,0,0,1093,419,4,0,0,4,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
272,5,0,619,456,1075,14,4,14,13,0,0,1097,427,4,0,0,4,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
273,6,0,625,456,1081,12,4,13,12,0,0,1112,436,4,0,0,4,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,0,625,456,1081,12,3,14,12,0,0,1120,442,4,0,0,4,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
275,7,0,631,456,1087,14,3,14,13,0,0,1128,438,4,0,1,4,2,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,4,631,460,1091,13,3,12,13,0,0,1133,447,4,0,0,4,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,0,631,460,1091,13,0,12,14,0,0,1149,434,4,0,0,4,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2,0,633,460,1093,16,0,13,15,0,0,1154,446,4,0,0,4,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,633,460,1093,16,1,13,15,0,0,1158,458,4,0,0,4,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,632,460,1092,16,0,13,15,0,0,1166,450,4,0,1,4,2,0,0,1,56,1,270,280,75,0,90,0,75,0,117,0,93,0
281,5,0,637,460,1097,16,2,13,15,0,0,1174,442,4,0,0,4,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1,0,638,460,1098,14,2,14,14,0,0,1182,452,4,0,0,4,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
283,5,0,643,460,1103,15,1,14,14,0,0,1195,447,4,0,0,4,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,0,643,460,1103,16,1,13,13,0,0,1203,445,4,0,0,4,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,642,460,1102,16,2,14,12,0,0,1203,453,4,0,1,4,2,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,642,460,1102,16,3,13,13,0,0,1207,449,4,0,0,4,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,0,642,460,1102,15,3,14,12,0,0,1212,444,4,0,0,4,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,642,460,1102,15,1,14,11,0,0,1212,452,4,0,0,4,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
289,3,0,645,460,1105,14,4,14,11,0,0,1214,447,4,0,0,4,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1,0,645,460,1105,15,4,13,10,0,0,1214,446,4,0,1,4,2,0,0,1,58,1,280,290,80,0,88,0,75,0,109,0,94,0
291,0,3,645,463,1108,14,2,12,10,0,0,1216,447,4,0,0,4,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1,5,646,468,1114,13,0,13,10,0,0,1217,445,4,0,0,4,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,3,646,471,1117,15,0,12,9,0,0,1217,445,4,0,0,4,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0,2,646,473,1119,13,0,12,9,0,0,1217,458,4,0,0,4,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,4,645,477,1122,14,2,12,8,0,0,1224,450,4,0,1,4,2,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0,10,645,487,1132,14,2,10,8,0,0,1224,446,4,0,0,4,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2,1,647,488,1135,14,3,10,8,0,0,1224,451,4,0,0,4,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
298,5,1,652,489,1141,12,4,9,8,0,0,1224,445,4,0,0,4,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
299,6,3,658,492,1150,11,4,11,8,0,0,1227,439,4,0,0,4,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
300,5,3,662,495,1157,12,4,13,8,0,0,1229,449,4,0,1,4,2,0,0,1,60,1,290,300,89,0,85,0,75,0,102,0,98,0
301,5,0,667,495,1162,12,3,13,8,0,0,1229,451,4,0,0,4,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
302,4,0,671,495,1166,11,3,13,9,0,0,1229,449,4,0,0,4,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,0,671,495,1166,12,2,13,9,0,0,1230,464,4,0,0,4,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
304,5,3,676,498,1174,11,3,12,9,0,0,1238,453,4,0,0,4,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
305,4,1,679,499,1178,10,3,12,8,0,0,1247,454,4,0,1,4,2,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0
306,5,2,684,501,1185,11,4,12,9,0,0,1253,472,4,0,0,4,2,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
307,12,5,696,506,1202,11,5,13,8,0,0,1256,459,4,0,0,4,2,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
308,8,5,704,511,1215,10,5,12,8,0,0,1264,456,4,0,0,4,2,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
309,8,3,712,514,1226,9,6,11,8,0,0,1277,452,4,0,0,4,2,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
310,3,4,714,518,1232,9,6,10,8,0,0,1286,455,4,0,1,4,2,0,0,1,62,1,300,310,99,0,97,0,63,0,96,0,100,0
311,7,5,721,523,1244,10,5,10,8,0,0,1298,447,4,0,0,4,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
312,9,0,730,523,1253,10,5,11,8,0,0,1305,460,4,0,0,4,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
313,19,0,749,523,1272,8,4,11,8,0,0,1311,451,4,0,0,4,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
314,13,5,762,528,1290,9,6,11,7,0,0,1317,439,4,0,0,4,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
315,5,2,766,530,1296,8,7,11,7,0,0,1325,455,4,0,1,4,2,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0
316,6,5,772,535,1307,7,8,12,7,0,0,1339,450,4,0,0,4,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
317,12,1,784,536,1320,8,7,12,7,0,0,1340,454,4,0,0,4,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
318,9,6,793,542,1335,6,8,11,8,0,0,1345,454,4,0,0,4,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
319,5,7,798,549,1347,8,7,10,9,0,0,1350,452,4,0,0,4,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
320,9,7,806,556,1362,8,5,9,8,0,0,1350,454,4,0,1,4,2,0,0,1,64,1,310,320,98,0,99,0,52,0,102,0,103,0
321,9,4,815,560,1375,8,3,9,8,0,0,1362,460,4,0,0,4,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
322,10,0,825,560,1385,7,4,10,8,0,0,1370,456,4,0,0,4,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
323,6,5,831,565,1396,11,4,8,8,0,0,1382,450,4,0,0,4,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
324,8,0,839,565,1404,12,5,9,8,0,0,1397,451,4,0,0,4,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
325,3,7,841,572,1413,11,5,11,8,0,0,1413,443,4,0,1,4,2,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,3,841,575,1416,11,5,11,8,0,0,1418,455,4,0,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
327,7,0,848,575,1423,10,3,10,8,0,0,1429,460,4,0,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
328,12,0,860,575,1435,9,5,10,8,0,0,1437,456,4,0,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
329,2,3,862,578,1440,8,4,9,8,0,0,1444,459,4,0,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
330,3,5,864,583,1447,8,4,10,9,0,0,1451,465,4,0,1,4,2,0,0,1,66,1,320,330,109,0,89,0,52,0,101,0,114,0
331,0,0,864,583,1447,10,4,10,9,0,0,1460,473,4,0,0,4,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
332,9,2,873,585,1458,10,2,10,9,0,0,1468,462,4,0,0,4,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,9,873,594,1467,10,2,10,9,0,0,1476,472,4,0,0,4,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
334,6,0,879,594,1473,12,2,10,9,0,0,1488,465,4,0,0,4,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,7,878,601,1479,13,2,9,9,0,0,1494,468,4,0,1,4,2,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0,6,878,607,1485,11,3,10,10,0,0,1499,474,4,0,0,4,2,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2,4,880,611,1491,11,4,11,10,0,0,1511,463,4,0,0,4,2,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
338,7,2,887,613,1500,11,4,11,11,0,0,1514,464,4,0,0,4,2,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
339,7,1,894,614,1508,9,4,11,11,0,0,1520,471,4,0,0,4,2,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
340,4,4,897,618,1515,7,4,11,12,0,0,1534,469,4,0,1,4,2,0,0,1,68,1,330,340,110,0,95,0,63,0,103,0,98,0
341,3,1,900,619,1519,6,4,11,13,0,0,1547,459,4,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
342,2,0,902,619,1521,4,3,13,13,0,0,1549,473,4,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
343,9,0,911,619,1530,6,3,13,14,0,0,1555,465,4,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
344,3,0,914,619,1533,7,4,13,14,0,0,1559,463,4,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
345,5,0,918,619,1537,6,3,12,14,0,0,1568,474,4,0,1,4,2,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,918,619,1537,5,2,11,15,0,0,1570,479,4,0,0,4,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,918,619,1537,3,1,11,16,0,0,1575,479,4,0,0,4,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
348,10,2,928,621,1549,0,2,10,16,0,0,1582,475,4,0,0,4,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
349,3,0,931,621,1552,0,1,9,16,0,0,1586,478,4,0,0,4,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
350,5,0,935,621,1556,0,1,10,16,0,0,1588,473,4,0,1,4,2,0,0,1,70,1,340,350,95,0,98,0,69,0,113,0,98,0
351,5,0,940,621,1561,2,2,10,16,0,0,1595,474,4,0,0,4,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,940,621,1561,2,1,10,16,0,0,1599,480,4,0,0,4,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
353,3,0,943,621,1564,3,0,10,16,0,0,1608,478,4,0,0,4,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
354,5,0,948,621,1569,4,0,9,16,0,0,1616,474,4,0,0,4,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,2,947,623,1570,3,1,8,15,0,0,1620,476,4,0,1,4,2,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0
356,4,0,951,623,1574,1,0,9,16,0,0,1629,469,4,0,0,4,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0,951,623,1574,1,1,9,14,0,0,1634,482,4,0,0,4,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,0,951,623,1574,1,1,9,14,0,0,1642,482,4,0,0,4,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
359,1,2,952,625,1577,2,0,9,13,0,0,1645,478,4,0,0,4,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,5,951,630,1581,3,1,11,13,0,0,1651,481,4,0,1,4,2,0,0,1,72,1,350,360,83,0,106,0,70,0,127,0,95,0
361,0,5,951,635,1586,5,2,11,13,0,0,1655,475,4,0,0,4,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
362,1,6,952,641,1593,5,0,12,12,0,0,1661,473,4,0,0,4,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,2,952,643,1595,5,0,12,12,0,0,1668,477,4,0,0,4,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1,4,953,647,1600,4,0,13,11,0,0,1681,470,4,0,0,4,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,952,647,1599,4,0,14,11,0,0,1690,471,4,0,1,4,2,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,952,647,1599,4,0,13,11,0,0,1699,481,4,0,0,4,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,2,952,649,1601,6,2,14,12,0,0,1717,472,4,0,0,4,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
368,13,0,965,649,1614,4,4,14,12,0,0,1726,462,4,0,0,4,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
369,5,0,970,649,1619,4,2,13,11,0,0,1732,480,4,0,0,4,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,969,649,1618,4,1,14,12,0,0,1732,485,4,0,1,4,2,0,0,1,74,1,360,370,78,0,96,0,81,0,132,0,98,0
371,5,0,974,649,1623,4,4,14,12,0,0,1738,474,4,0,0,4,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
372,4,3,978,652,1630,5,4,14,13,0,0,1741,479,4,0,0,4,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
373,5,3,983,655,1638,4,4,13,14,0,0,1748,469,4,0,0,4,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
