round,p1_gold_this,p2_gold_this,p1_cum,p2_cum,total_cum,p1_pos_r,p1_pos_c,p2_pos_r,p2_pos_c,p1_bombs,p2_bombs,enemy_cum,gold_on_map,k,order,vp,p1_steps,p2_steps,p1_collisions,p2_collisions,vision_cost,cum_vision_cost,snap_valid,snap_win_begin,snap_win_end,snap_r1_gold,snap_r1_occ,snap_r2_gold,snap_r2_occ,snap_r3_gold,snap_r3_occ,snap_r4_gold,snap_r4_occ,snap_r5_gold,snap_r5_occ
187,2,0,440,250,690,12,4,16,11,0,0,386,695,4,0,0,4,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
188,12,0,452,250,702,14,3,16,12,0,0,389,690,4,0,0,4,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
189,4,0,456,250,706,15,4,16,12,0,0,392,690,4,0,0,4,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
190,8,0,463,250,713,16,4,16,12,0,0,392,690,4,0,1,4,2,0,0,1,38,1,180,190,134,0,176,0,64,0,141,0,175,0
191,0,3,463,253,716,16,4,16,13,0,0,392,697,4,0,0,4,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,463,253,716,15,4,16,12,0,0,392,709,4,0,0,4,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
193,4,0,467,253,720,16,4,15,12,0,0,396,712,4,0,0,4,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,3,467,256,723,16,4,16,11,0,0,396,719,4,0,0,4,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
195,8,0,474,256,730,16,6,15,11,0,0,400,716,4,0,1,4,2,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,474,256,730,16,5,16,11,0,0,406,717,4,0,0,4,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
197,8,0,482,256,738,16,5,16,11,0,0,410,713,4,0,0,4,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
198,4,0,486,256,742,16,5,16,11,0,0,417,709,4,0,0,4,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
199,6,5,492,261,753,16,5,15,11,0,0,417,707,4,0,0,4,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,491,261,752,16,6,16,11,0,0,420,710,4,0,1,4,2,0,0,1,40,1,190,200,141,0,166,0,64,0,145,0,194,0
201,5,3,496,264,760,15,6,15,12,0,0,429,705,4,0,0,4,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
202,5,4,501,268,769,14,6,15,12,0,0,436,697,4,0,0,4,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
203,11,0,512,268,780,12,8,15,11,0,0,436,694,4,0,0,4,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
204,6,5,518,273,791,14,7,14,12,0,0,445,682,4,0,0,4,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
205,3,5,520,278,798,13,5,14,12,0,0,450,680,4,0,1,4,2,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0
206,7,0,527,278,805,12,6,15,12,0,0,451,684,4,0,0,4,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,527,278,805,12,7,15,12,0,0,460,686,4,0,0,4,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
208,8,0,535,278,813,11,5,14,12,0,0,463,685,4,0,0,4,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
209,7,3,542,281,823,10,4,15,11,0,0,467,680,4,0,0,4,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
210,13,0,554,281,835,10,2,16,11,0,0,467,673,4,0,1,4,2,0,0,1,42,1,200,210,148,0,155,0,64,0,125,0,181,0
211,8,4,562,285,847,11,3,16,12,0,0,471,668,4,0,0,4,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
212,4,0,566,285,851,11,2,15,11,0,0,475,664,4,0,0,4,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
213,8,7,574,292,866,11,1,15,13,0,0,475,655,4,0,0,4,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
214,3,4,577,296,873,10,1,14,12,0,0,475,658,4,0,0,4,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,8,576,304,880,10,0,13,11,0,0,475,661,4,0,1,4,2,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
216,3,3,579,307,886,9,1,11,11,0,0,478,660,4,0,0,4,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
217,8,1,587,308,895,6,1,11,10,0,0,486,651,4,0,0,4,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
218,7,5,594,313,907,5,0,12,9,0,0,487,645,4,0,0,4,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1,0,595,313,908,5,2,11,9,0,0,492,650,4,0,0,4,2,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,5,594,318,912,6,1,10,10,0,0,493,656,4,0,1,4,2,0,0,1,44,1,210,220,149,0,146,0,59,0,130,0,172,0
221,7,1,601,319,920,8,2,9,10,0,0,496,655,4,0,0,4,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
222,9,1,610,320,930,9,3,8,10,0,0,497,658,4,0,0,4,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
223,3,0,613,320,933,10,4,8,10,0,0,497,659,4,0,0,4,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
224,6,6,619,326,945,12,2,9,9,0,0,499,650,4,0,0,4,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
225,8,1,626,327,953,14,2,9,9,0,0,501,650,4,0,1,4,2,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1,4,627,331,958,13,3,8,8,0,0,501,654,4,0,0,4,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
227,4,0,631,331,962,11,2,8,8,0,0,503,658,4,0,0,4,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1,1,632,332,964,11,1,8,8,0,0,503,667,4,0,0,4,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2,0,634,332,966,12,3,9,9,0,0,506,668,4,0,0,4,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
230,6,0,639,332,971,11,6,8,8,0,0,507,668,4,0,1,4,2,0,0,1,46,1,220,230,162,0,150,0,48,0,116,0,192,0
231,12,6,651,338,989,11,6,7,7,0,0,514,655,4,0,0,4,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
232,4,4,655,342,997,10,7,7,7,0,0,518,653,4,0,0,4,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
233,4,0,659,342,1001,8,7,7,7,0,0,518,660,4,0,0,4,2,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
234,5,0,664,342,1006,8,6,8,7,0,0,525,657,4,0,0,4,2,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
235,5,0,668,342,1010,9,5,7,7,0,0,525,662,4,0,1,4,2,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1,6,669,348,1017,9,7,7,8,0,0,525,666,4,0,0,4,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,5,669,353,1022,8,6,7,9,0,0,531,661,4,0,0,4,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,669,353,1022,7,7,7,9,0,0,535,667,4,0,0,4,2,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
239,6,5,675,358,1033,6,9,8,10,0,0,535,671,4,0,0,4,2,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,674,358,1032,7,9,8,9,0,0,538,678,4,0,1,4,2,0,0,1,48,1,230,240,168,0,151,0,24,0,139,0,196,0
241,2,0,676,358,1034,9,8,8,9,0,0,538,685,4,0,0,4,2,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,676,358,1034,7,8,8,9,0,0,538,695,4,0,0,4,2,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
243,9,0,685,358,1043,4,9,8,10,0,0,539,698,4,0,0,4,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
244,11,0,696,358,1054,2,9,8,10,0,0,544,693,4,0,0,4,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
245,6,0,701,358,1059,1,8,8,9,0,0,544,697,4,0,1,4,2,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0
246,11,0,712,358,1070,1,6,8,9,0,0,544,694,4,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
247,3,0,715,358,1073,1,6,8,10,0,0,553,696,4,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
248,3,0,718,358,1076,1,6,8,10,0,0,559,697,4,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,5,719,363,1082,1,5,9,9,0,0,559,697,4,0,0,4,2,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
250,4,4,722,367,1089,1,5,9,11,0,0,562,694,4,0,1,4,2,0,0,1,50,1,240,250,155,0,136,0,47,0,156,0,200,0
251,1,4,723,369,1092,3,6,9,13,0,1,565,696,4,0,0,4,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
252,14,8,737,377,1114,3,4,9,15,0,0,574,674,4,0,0,4,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,0,737,375,1112,3,6,8,15,0,1,582,672,4,0,0,4,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
254,6,5,743,380,1123,3,7,9,14,0,0,584,665,4,0,0,4,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
255,2,0,744,380,1124,4,6,9,15,0,0,588,664,4,0,1,4,2,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,744,380,1124,5,6,8,14,0,0,588,670,4,0,0,4,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
257,7,2,751,382,1133,5,5,9,14,0,0,593,661,4,0,0,4,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0,2,751,384,1135,6,6,10,15,0,0,593,667,4,0,0,4,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
259,8,3,759,387,1146,9,5,11,15,0,0,603,652,4,0,0,4,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
260,6,2,764,389,1153,11,4,11,15,0,0,609,645,4,0,1,4,2,0,0,1,52,1,250,260,127,0,154,0,23,0,153,0,188,0
261,6,4,770,393,1163,9,6,12,16,0,0,615,640,4,0,0,4,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
262,5,1,775,394,1169,8,6,10,16,0,0,617,640,4,0,0,4,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,775,394,1169,8,6,10,16,0,0,619,653,4,0,0,4,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
264,5,0,780,394,1174,8,8,10,16,0,0,624,653,4,0,0,4,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
265,4,0,783,394,1177,9,7,11,16,0,0,626,658,4,0,1,4,2,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0
266,3,0,786,394,1180,10,6,11,16,0,0,628,665,4,0,0,4,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
267,5,5,791,399,1190,11,4,11,14,0,0,628,665,4,0,0,4,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
268,12,6,803,405,1208,9,2,10,13,0,0,628,652,4,0,0,4,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
269,8,9,811,414,1225,12,1,10,11,0,0,632,641,4,0,0,4,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,5,810,419,1229,11,2,11,10,0,0,639,638,4,0,1,4,2,0,0,1,54,1,260,270,139,0,168,0,21,0,143,0,167,0
271,4,0,814,419,1233,12,2,10,10,0,0,639,645,4,0,0,4,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1,3,815,422,1237,10,1,11,11,0,0,639,653,4,0,0,4,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
273,4,0,819,422,1241,9,2,11,10,0,0,642,658,4,0,0,4,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
274,1,0,820,422,1242,9,1,11,10,0,0,645,661,4,0,0,4,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
275,2,0,821,422,1243,10,3,11,11,0,0,645,667,4,0,1,4,2,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0
276,6,3,827,425,1252,11,5,11,11,0,0,645,672,4,0,0,4,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
277,10,5,837,430,1267,9,5,12,12,0,0,649,663,4,0,0,4,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,837,430,1267,9,5,12,11,0,0,649,668,4,0,0,4,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
279,6,0,843,430,1273,10,6,10,11,0,0,649,672,4,0,0,4,2,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
280,5,0,847,430,1277,9,7,10,11,0,0,649,675,4,0,1,4,2,0,0,1,56,1,270,280,148,0,190,0,26,0,135,0,176,0
281,4,0,851,430,1281,9,8,10,10,0,0,649,677,4,0,0,4,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1,0,852,430,1282,8,8,10,10,0,0,649,686,4,0,0,4,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2,7,854,437,1291,9,9,9,11,0,0,656,679,4,0,0,4,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,1,854,438,1292,10,9,9,11,0,0,662,681,4,0,0,4,2,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,5,853,443,1296,10,10,10,12,0,0,662,683,4,0,1,4,2,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,853,443,1296,9,9,10,12,0,0,667,686,4,0,0,4,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
287,3,1,856,444,1300,8,8,10,12,0,0,667,688,4,0,0,4,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
288,5,0,861,444,1305,8,8,10,11,0,0,667,696,4,0,0,4,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
289,5,0,866,444,1310,10,10,11,11,0,0,667,705,4,0,0,4,2,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
290,6,0,871,444,1315,12,9,12,11,0,0,667,707,4,0,1,4,2,0,0,1,58,1,280,290,157,0,191,0,28,0,165,0,166,0
291,5,0,876,444,1320,12,8,12,10,0,0,668,707,4,0,0,4,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
292,5,0,881,444,1325,13,7,13,11,0,0,675,706,4,0,0,4,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
293,7,8,888,452,1340,14,7,14,10,0,0,677,697,4,0,0,4,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
294,6,2,894,454,1348,15,7,15,10,0,0,679,694,4,0,0,4,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
295,8,8,901,462,1363,15,8,16,9,0,0,679,689,4,0,1,4,2,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0,1,901,463,1364,15,8,15,9,0,0,679,694,4,0,0,4,2,1,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,3,901,466,1367,16,8,14,10,0,0,679,700,4,0,0,4,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,2,901,468,1369,15,7,13,10,0,0,680,704,4,0,0,4,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
299,5,0,906,468,1374,16,6,13,10,0,0,685,706,4,0,0,4,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2,0,907,468,1375,16,8,13,11,0,0,685,716,4,0,1,4,2,0,0,1,60,1,290,300,157,0,192,0,37,0,167,0,163,0
301,0,4,907,472,1379,16,7,12,12,0,0,690,716,4,0,0,4,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
302,5,0,912,472,1384,14,7,12,12,0,0,694,718,4,0,0,4,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
303,3,0,915,472,1387,12,8,11,11,0,0,706,714,4,0,0,4,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1,0,916,472,1388,12,9,11,10,0,0,707,717,4,0,0,4,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,8,915,480,1395,12,10,10,9,0,0,707,718,4,0,1,4,2,1,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,915,480,1395,12,10,11,9,0,0,713,716,4,0,0,4,2,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,915,480,1395,12,11,10,9,0,0,717,719,4,0,0,4,2,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
308,3,0,918,480,1398,11,11,10,9,0,0,721,719,4,0,0,4,2,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
309,5,0,923,480,1403,10,10,10,9,0,0,722,721,4,0,0,4,2,0,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,922,480,1402,10,10,10,9,0,0,726,723,4,0,1,4,2,2,0,1,62,1,300,310,158,0,192,0,43,0,158,0,172,0
311,0,2,922,482,1404,10,10,9,10,0,0,731,722,4,0,0,4,2,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
312,5,0,927,482,1409,11,10,8,10,0,0,733,723,4,0,0,4,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
313,4,1,931,483,1414,12,9,8,10,0,0,735,721,4,0,0,4,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
314,7,0,938,483,1421,13,10,9,10,0,0,735,725,4,0,0,4,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,1,937,484,1421,13,10,9,12,0,0,740,727,4,0,1,4,2,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0
316,10,0,947,484,1431,11,10,9,11,0,0,740,730,4,0,0,4,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1,5,948,489,1437,12,10,10,12,0,0,740,730,4,0,0,4,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1,4,949,493,1442,14,10,9,11,0,0,743,728,4,0,0,4,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
319,10,0,959,493,1452,16,9,10,11,0,0,747,720,4,0,0,4,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,1,958,494,1452,15,9,10,11,0,0,747,726,4,0,1,4,2,0,0,1,64,1,310,320,161,0,192,0,48,0,173,0,152,0
321,1,0,959,494,1453,14,11,10,9,0,0,747,740,4,0,0,4,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
322,2,2,961,496,1457,12,10,10,9,0,0,754,742,4,0,0,4,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
323,3,0,964,496,1460,12,10,10,9,0,0,759,736,4,0,0,4,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,2,964,498,1462,12,10,11,9,0,0,759,742,4,0,0,4,2,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
325,1,0,964,498,1462,14,10,11,9,0,0,759,750,4,0,1,4,2,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0
326,2,1,966,499,1465,15,9,11,8,0,0,759,754,4,0,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
327,7,0,973,499,1472,15,11,11,9,0,0,771,743,4,0,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
328,0,3,973,502,1475,16,11,10,10,0,0,776,742,4,0,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
329,4,0,977,502,1479,15,10,9,9,0,0,778,739,4,0,0,4,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
330,4,0,980,502,1482,15,9,9,9,0,0,778,741,4,0,1,4,2,0,0,1,66,1,320,330,161,0,192,0,63,0,168,0,157,0
331,1,1,981,503,1484,15,9,11,9,0,0,782,741,4,0,0,4,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
332,8,1,989,504,1493,13,7,12,9,0,0,782,741,4,0,0,4,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
333,5,0,994,504,1498,12,8,12,9,0,0,786,742,4,0,0,4,2,0,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
334,4,0,998,504,1502,11,8,12,9,0,0,786,748,4,0,0,4,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
335,3,0,1000,504,1504,11,9,12,9,0,0,786,752,4,0,1,4,2,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0
336,9,0,1009,504,1513,11,9,12,8,0,0,790,746,4,0,0,4,2,1,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,4,1009,508,1517,11,8,13,8,0,0,790,752,4,0,0,4,2,1,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0,2,1009,510,1519,10,9,13,7,0,0,790,762,4,0,0,4,2,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
339,2,1,1011,511,1522,10,10,13,8,0,0,793,759,4,0,0,4,2,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0,1010,511,1521,10,9,13,8,0,0,793,766,4,0,1,4,2,0,0,1,68,1,330,340,161,0,192,0,66,0,173,0,174,0
341,0,7,1010,518,1528,11,9,12,7,0,0,793,762,4,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
342,7,2,1017,520,1537,9,9,12,7,0,0,795,755,4,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
343,7,0,1024,520,1544,12,9,12,7,0,0,803,746,4,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2,1,1026,521,1547,12,9,13,6,0,0,806,748,4,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,3,1025,524,1549,11,9,12,7,0,0,809,754,4,0,1,4,2,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0
346,3,1,1028,525,1553,10,9,13,6,0,0,814,753,4,0,0,4,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1,4,1029,529,1558,11,8,13,6,0,0,819,755,4,0,0,4,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0,5,1029,534,1563,11,8,12,5,0,0,822,753,4,0,0,4,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0,5,1029,539,1568,12,8,12,6,0,0,823,756,4,0,0,4,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,3,1028,542,1570,12,8,11,6,0,0,828,762,4,0,1,4,2,0,0,1,70,1,340,350,161,0,192,0,64,0,162,0,183,0
351,6,9,1034,551,1585,13,5,9,6,0,0,830,748,4,0,0,4,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
352,3,8,1037,559,1596,12,7,8,7,0,0,831,741,4,0,0,4,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1,4,1038,563,1601,13,6,8,8,0,0,835,740,4,0,0,4,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
354,6,4,1044,567,1611,12,7,9,7,0,0,836,736,4,0,0,4,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
355,1,0,1044,567,1611,12,9,9,7,0,0,841,739,4,0,1,4,2,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,6,1044,573,1617,13,7,8,8,0,0,843,741,4,0,0,4,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
357,4,4,1048,577,1625,15,6,9,9,0,0,852,736,4,0,0,4,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
358,8,2,1056,579,1635,15,6,9,9,0,0,853,736,4,0,0,4,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
359,1,0,1057,579,1636,14,6,9,8,0,0,853,738,4,0,0,4,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
360,4,3,1060,582,1642,13,6,9,6,0,0,853,739,4,0,1,4,2,0,0,1,72,1,350,360,161,0,192,0,38,0,154,0,194,0
361,3,5,1063,587,1650,12,7,9,5,0,0,853,739,4,0,0,4,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,5,1063,592,1655,13,7,9,7,0,0,853,741,4,0,0,4,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
363,7,0,1070,592,1662,13,8,9,8,0,0,859,738,4,0,0,4,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
364,5,0,1075,592,1667,12,7,9,8,0,0,859,741,4,0,0,4,2,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,2,1074,594,1668,14,7,9,9,0,0,859,750,4,0,1,4,2,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,1074,594,1668,13,7,9,7,0,0,864,757,4,0,0,4,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,2,1074,596,1670,13,7,10,7,0,0,869,758,4,0,0,4,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0,4,1074,600,1674,13,8,8,7,0,0,869,764,4,0,0,4,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
369,4,6,1078,606,1684,12,8,6,7,0,0,869,760,4,0,0,4,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
370,1,5,1078,611,1689,12,7,6,6,0,0,870,758,4,0,1,4,2,0,0,1,74,1,360,370,161,0,192,0,35,0,166,0,204,0
371,12,6,1090,617,1707,12,6,6,5,0,0,874,742,4,0,0,4,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
372,4,2,1094,619,1713,11,5,6,4,0,0,876,743,4,0,0,4,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
373,11,0,1105,619,1724,11,4,6,6,0,0,876,737,4,0,0,4,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
374,3,6,1108,625,1733,12,5,5,5,0,0,879,735,4,0,0,4,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
